"year","metric","Intervention","value"
2050,"Cumulative deaths averted","Scenario 2",10362201.5319448
2050,"Heart failure averted","Scenario 2",3064593.36111513
2050,"MI averted","Scenario 2",13864887.069343
2050,"Stroke averted","Scenario 2",14515435.8675178
2017,"Cumulative cases averted","Scenario 3",0
2017,"Cumulative deaths averted","Scenario 3",0
2017,"Heart failure averted","Scenario 3",0
2017,"MI averted","Scenario 3",0
2017,"Stroke averted","Scenario 3",0
2018,"Cumulative cases averted","Scenario 3",0
2018,"Cumulative deaths averted","Scenario 3",0
2018,"Heart failure averted","Scenario 3",0
2018,"MI averted","Scenario 3",0
2018,"Stroke averted","Scenario 3",0
2019,"Cumulative cases averted","Scenario 3",0
2019,"Cumulative deaths averted","Scenario 3",0
2019,"Heart failure averted","Scenario 3",0
2019,"MI averted","Scenario 3",0
2019,"Stroke averted","Scenario 3",0
2020,"Cumulative cases averted","Scenario 3",0
2020,"Cumulative deaths averted","Scenario 3",0
2020,"Heart failure averted","Scenario 3",0
2020,"MI averted","Scenario 3",0
2020,"Stroke averted","Scenario 3",0
2021,"Cumulative cases averted","Scenario 3",0
2021,"Cumulative deaths averted","Scenario 3",0
2021,"Heart failure averted","Scenario 3",0
2021,"MI averted","Scenario 3",0
2021,"Stroke averted","Scenario 3",0
2022,"Cumulative cases averted","Scenario 3",0
2022,"Cumulative deaths averted","Scenario 3",0
2022,"Heart failure averted","Scenario 3",0
2022,"MI averted","Scenario 3",0
2022,"Stroke averted","Scenario 3",0
2023,"Cumulative cases averted","Scenario 3",84614.7739943638
2023,"Cumulative deaths averted","Scenario 3",25176.0842611827
2023,"Heart failure averted","Scenario 3",8254.89144061133
2023,"MI averted","Scenario 3",34400.5636597797
2023,"Stroke averted","Scenario 3",41959.3188939728
2024,"Cumulative cases averted","Scenario 3",269774.16430445
2024,"Cumulative deaths averted","Scenario 3",80260.3839145452
2024,"Heart failure averted","Scenario 3",25958.4093325585
2024,"MI averted","Scenario 3",108966.363289617
2024,"Stroke averted","Scenario 3",134849.391682275
2025,"Cumulative cases averted","Scenario 3",566547.626209736
2025,"Cumulative deaths averted","Scenario 3",168645.501251526
2025,"Heart failure averted","Scenario 3",53976.6994789122
2025,"MI averted","Scenario 3",227963.203891374
2025,"Stroke averted","Scenario 3",284607.722839445
2026,"Cumulative cases averted","Scenario 3",985499.528614901
2026,"Cumulative deaths averted","Scenario 3",293565.269158434
2026,"Heart failure averted","Scenario 3",93156.8726306232
2026,"MI averted","Scenario 3",395499.199730039
2026,"Stroke averted","Scenario 3",496843.456254229
2027,"Cumulative cases averted","Scenario 3",1537297.45257699
2027,"Cumulative deaths averted","Scenario 3",458271.570665717
2027,"Heart failure averted","Scenario 3",144371.051203016
2027,"MI averted","Scenario 3",615739.84594601
2027,"Stroke averted","Scenario 3",777186.555427954
2028,"Cumulative cases averted","Scenario 3",2232658.96798591
2028,"Cumulative deaths averted","Scenario 3",666044.405679688
2028,"Heart failure averted","Scenario 3",208497.470311401
2028,"MI averted","Scenario 3",892860.147737551
2028,"Stroke averted","Scenario 3",1131301.34993694
2029,"Cumulative cases averted","Scenario 3",3082450.4891718
2029,"Cumulative deaths averted","Scenario 3",920217.091663606
2029,"Heart failure averted","Scenario 3",286438.724157433
2029,"MI averted","Scenario 3",1231093.6581976
2029,"Stroke averted","Scenario 3",1564918.10681675
2030,"Cumulative cases averted","Scenario 3",4097458.86522878
2030,"Cumulative deaths averted","Scenario 3",1224122.06751472
2030,"Heart failure averted","Scenario 3",379103.236899062
2030,"MI averted","Scenario 3",1634675.03062006
2030,"Stroke averted","Scenario 3",2083680.59770965
2031,"Cumulative cases averted","Scenario 3",5288540.40601916
2031,"Cumulative deaths averted","Scenario 3",1581134.70970638
2031,"Heart failure averted","Scenario 3",487393.649834868
2031,"MI averted","Scenario 3",2107851.00049
2031,"Stroke averted","Scenario 3",2693295.75569429
2032,"Cumulative cases averted","Scenario 3",6665850.17149968
2032,"Cumulative deaths averted","Scenario 3",1994477.22341052
2032,"Heart failure averted","Scenario 3",612151.899224966
2032,"MI averted","Scenario 3",2654655.69139676
2032,"Stroke averted","Scenario 3",3399042.58087794
2033,"Cumulative cases averted","Scenario 3",8238852.24666081
2033,"Cumulative deaths averted","Scenario 3",2467226.3864291
2033,"Heart failure averted","Scenario 3",754143.769884669
2033,"MI averted","Scenario 3",3278886.72146943
2033,"Stroke averted","Scenario 3",4205821.75530669
2034,"Cumulative cases averted","Scenario 3",10015979.4985492
2034,"Cumulative deaths averted","Scenario 3",3002238.59188118
2034,"Heart failure averted","Scenario 3",914026.449984718
2034,"MI averted","Scenario 3",3983980.84071848
2034,"Stroke averted","Scenario 3",5117972.20784604
2035,"Cumulative cases averted","Scenario 3",12004656.8702216
2035,"Cumulative deaths averted","Scenario 3",3602157.72690099
2035,"Heart failure averted","Scenario 3",1092351.25881239
2035,"MI averted","Scenario 3",4773039.6736677
2035,"Stroke averted","Scenario 3",6139265.9377415
2036,"Cumulative cases averted","Scenario 3",14211053.9131325
2036,"Cumulative deaths averted","Scenario 3",4269373.85585679
2036,"Heart failure averted","Scenario 3",1289542.48106178
2036,"MI averted","Scenario 3",5648748.04865985
2036,"Stroke averted","Scenario 3",7272763.38341092
2037,"Cumulative cases averted","Scenario 3",16639978.4292006
2037,"Cumulative deaths averted","Scenario 3",5006023.87320818
2037,"Heart failure averted","Scenario 3",1505880.25829556
2037,"MI averted","Scenario 3",6613293.50809131
2037,"Stroke averted","Scenario 3",8520804.66281372
2038,"Cumulative cases averted","Scenario 3",19273700.0510749
2038,"Cumulative deaths averted","Scenario 3",5811135.87452856
2038,"Heart failure averted","Scenario 3",1738362.78728199
2038,"MI averted","Scenario 3",7656446.83893193
2038,"Stroke averted","Scenario 3",9878890.42486101
2039,"Cumulative cases averted","Scenario 3",22097979.2992503
2039,"Cumulative deaths averted","Scenario 3",6684228.11198746
2039,"Heart failure averted","Scenario 3",1984499.76165336
2039,"MI averted","Scenario 3",8769980.63899574
2039,"Stroke averted","Scenario 3",11343498.8986012
2040,"Cumulative cases averted","Scenario 3",25114866.4178458
2040,"Cumulative deaths averted","Scenario 3",7626545.38561987
2040,"Heart failure averted","Scenario 3",2243970.37527397
2040,"MI averted","Scenario 3",9954915.68540537
2040,"Stroke averted","Scenario 3",12915980.3571665
2041,"Cumulative cases averted","Scenario 3",28324868.7538829
2041,"Cumulative deaths averted","Scenario 3",8639813.49587007
2041,"Heart failure averted","Scenario 3",2516210.52617
2041,"MI averted","Scenario 3",11210659.0175398
2041,"Stroke averted","Scenario 3",14597999.2101731
2042,"Cumulative cases averted","Scenario 3",31724873.7375312
2042,"Cumulative deaths averted","Scenario 3",9726099.21785798
2042,"Heart failure averted","Scenario 3",2799765.33948863
2042,"MI averted","Scenario 3",12534695.7430564
2042,"Stroke averted","Scenario 3",16390412.6549861
2043,"Cumulative cases averted","Scenario 3",35325140.3025712
2043,"Cumulative deaths averted","Scenario 3",10888347.7087507
2043,"Heart failure averted","Scenario 3",3095122.27422359
2043,"MI averted","Scenario 3",13933343.2393972
2043,"Stroke averted","Scenario 3",18296674.7889505
2044,"Cumulative cases averted","Scenario 3",39153501.1628054
2044,"Cumulative deaths averted","Scenario 3",12134662.6410125
2044,"Heart failure averted","Scenario 3",3404869.07267498
2044,"MI averted","Scenario 3",15420476.3146333
2044,"Stroke averted","Scenario 3",20328155.7754971
2045,"Cumulative cases averted","Scenario 3",43219518.1854269
2045,"Cumulative deaths averted","Scenario 3",13470892.2177089
2045,"Heart failure averted","Scenario 3",3729140.57280492
2045,"MI averted","Scenario 3",16998755.3357048
2045,"Stroke averted","Scenario 3",22491622.2769172
2046,"Cumulative cases averted","Scenario 3",47536168.4079477
2046,"Cumulative deaths averted","Scenario 3",14903667.1610726
2046,"Heart failure averted","Scenario 3",4068517.56755258
2046,"MI averted","Scenario 3",18673506.2095708
2046,"Stroke averted","Scenario 3",24794144.6308243
2047,"Cumulative cases averted","Scenario 3",52117051.7301243
2047,"Cumulative deaths averted","Scenario 3",16439518.097452
2047,"Heart failure averted","Scenario 3",4424030.49169195
2047,"MI averted","Scenario 3",20450898.8791958
2047,"Stroke averted","Scenario 3",27242122.3592365
2048,"Cumulative cases averted","Scenario 3",56975709.0149864
2048,"Cumulative deaths averted","Scenario 3",18084651.9494199
2048,"Heart failure averted","Scenario 3",4797290.0259249
2048,"MI averted","Scenario 3",22339100.3780465
2048,"Stroke averted","Scenario 3",29839318.611015
2049,"Cumulative cases averted","Scenario 3",62119914.1652836
2049,"Cumulative deaths averted","Scenario 3",19844770.6136858
2049,"Heart failure averted","Scenario 3",5189198.63038436
2049,"MI averted","Scenario 3",24343566.3037663
2049,"Stroke averted","Scenario 3",32587149.231133
2050,"Cumulative cases averted","Scenario 3",67547807.5977514
2050,"Cumulative deaths averted","Scenario 3",21723193.5887383
2050,"Heart failure averted","Scenario 3",5599253.30062563
2050,"MI averted","Scenario 3",26466090.8237044
2050,"Stroke averted","Scenario 3",35482463.4734214
2017,"Cumulative cases averted","Scenario 4",0
2017,"Cumulative deaths averted","Scenario 4",0
2017,"Heart failure averted","Scenario 4",0
2017,"MI averted","Scenario 4",0
2017,"Stroke averted","Scenario 4",0
2018,"Cumulative cases averted","Scenario 4",0
2018,"Cumulative deaths averted","Scenario 4",0
2018,"Heart failure averted","Scenario 4",0
2018,"MI averted","Scenario 4",0
2018,"Stroke averted","Scenario 4",0
2019,"Cumulative cases averted","Scenario 4",0
2019,"Cumulative deaths averted","Scenario 4",0
2019,"Heart failure averted","Scenario 4",0
2019,"MI averted","Scenario 4",0
2019,"Stroke averted","Scenario 4",0
2020,"Cumulative cases averted","Scenario 4",0
2020,"Cumulative deaths averted","Scenario 4",0
2020,"Heart failure averted","Scenario 4",0
2020,"MI averted","Scenario 4",0
2020,"Stroke averted","Scenario 4",0
2021,"Cumulative cases averted","Scenario 4",0
2021,"Cumulative deaths averted","Scenario 4",0
2021,"Heart failure averted","Scenario 4",0
2021,"MI averted","Scenario 4",0
2021,"Stroke averted","Scenario 4",0
2022,"Cumulative cases averted","Scenario 4",0
2022,"Cumulative deaths averted","Scenario 4",0
2022,"Heart failure averted","Scenario 4",0
2022,"MI averted","Scenario 4",0
2022,"Stroke averted","Scenario 4",0
2023,"Cumulative cases averted","Scenario 4",85215.7989701554
2023,"Cumulative deaths averted","Scenario 4",25320.5837424211
2023,"Heart failure averted","Scenario 4",8312.97341550048
2023,"MI averted","Scenario 4",34608.5669231825
2023,"Stroke averted","Scenario 4",42294.2586314678
2024,"Cumulative cases averted","Scenario 4",271631.261244781
