"year","metric","Intervention","value"
2049,"Stroke averted","Scenario 2",26098358.5948449
2050,"Cumulative cases averted","Scenario 2",78157046.9449061
2050,"Cumulative deaths averted","Scenario 2",32657321.0631998
2050,"Heart failure averted","Scenario 2",7923690.13964055
2050,"MI averted","Scenario 2",41262222.1419354
2050,"Stroke averted","Scenario 2",28971134.6633301
2017,"Cumulative cases averted","Scenario 3",0
2017,"Cumulative deaths averted","Scenario 3",0
2017,"Heart failure averted","Scenario 3",0
2017,"MI averted","Scenario 3",0
2017,"Stroke averted","Scenario 3",0
2018,"Cumulative cases averted","Scenario 3",0
2018,"Cumulative deaths averted","Scenario 3",0
2018,"Heart failure averted","Scenario 3",0
2018,"MI averted","Scenario 3",0
2018,"Stroke averted","Scenario 3",0
2019,"Cumulative cases averted","Scenario 3",0
2019,"Cumulative deaths averted","Scenario 3",0
2019,"Heart failure averted","Scenario 3",0
2019,"MI averted","Scenario 3",0
2019,"Stroke averted","Scenario 3",0
2020,"Cumulative cases averted","Scenario 3",0
2020,"Cumulative deaths averted","Scenario 3",0
2020,"Heart failure averted","Scenario 3",0
2020,"MI averted","Scenario 3",0
2020,"Stroke averted","Scenario 3",0
2021,"Cumulative cases averted","Scenario 3",0
2021,"Cumulative deaths averted","Scenario 3",0
2021,"Heart failure averted","Scenario 3",0
2021,"MI averted","Scenario 3",0
2021,"Stroke averted","Scenario 3",0
2022,"Cumulative cases averted","Scenario 3",0
2022,"Cumulative deaths averted","Scenario 3",0
2022,"Heart failure averted","Scenario 3",0
2022,"MI averted","Scenario 3",0
2022,"Stroke averted","Scenario 3",0
2023,"Cumulative cases averted","Scenario 3",39745.6817611605
2023,"Cumulative deaths averted","Scenario 3",13676.3623533696
2023,"Heart failure averted","Scenario 3",5592.79427464772
2023,"MI averted","Scenario 3",19526.462715935
2023,"Stroke averted","Scenario 3",14626.4247705825
2024,"Cumulative cases averted","Scenario 3",128751.978944264
2024,"Cumulative deaths averted","Scenario 3",44906.8317205869
2024,"Heart failure averted","Scenario 3",17833.4233955843
2024,"MI averted","Scenario 3",63494.7664088458
2024,"Stroke averted","Scenario 3",47423.7891398408
2025,"Cumulative cases averted","Scenario 3",275531.053064048
2025,"Cumulative deaths averted","Scenario 3",97047.7916660197
2025,"Heart failure averted","Scenario 3",37671.2651421204
2025,"MI averted","Scenario 3",136331.013997529
2025,"Stroke averted","Scenario 3",101528.773924403
2026,"Cumulative cases averted","Scenario 3",489005.197864182
2026,"Cumulative deaths averted","Scenario 3",173597.792415809
2026,"Heart failure averted","Scenario 3",66107.3897115784
2026,"MI averted","Scenario 3",242671.803701427
2026,"Stroke averted","Scenario 3",180226.004451185
2027,"Cumulative cases averted","Scenario 3",778901.094330586
2027,"Cumulative deaths averted","Scenario 3",278368.186322059
2027,"Heart failure averted","Scenario 3",104236.826986429
2027,"MI averted","Scenario 3",387566.849831425
2027,"Stroke averted","Scenario 3",287097.417512745
2028,"Cumulative cases averted","Scenario 3",1155765.21121354
2028,"Cumulative deaths averted","Scenario 3",415516.872509528
2028,"Heart failure averted","Scenario 3",153240.072185976
2028,"MI averted","Scenario 3",576493.682527967
2028,"Stroke averted","Scenario 3",426031.456499614
2029,"Cumulative cases averted","Scenario 3",1631128.93266992
2029,"Cumulative deaths averted","Scenario 3",589626.079633974
2029,"Heart failure averted","Scenario 3",214402.001659752
2029,"MI averted","Scenario 3",815438.536449719
2029,"Stroke averted","Scenario 3",601288.394560464
2030,"Cumulative cases averted","Scenario 3",2217349.80461608
2030,"Cumulative deaths averted","Scenario 3",805629.744578991
2030,"Heart failure averted","Scenario 3",289084.895454244
2030,"MI averted","Scenario 3",1110831.52387517
2030,"Stroke averted","Scenario 3",817433.385286685
2031,"Cumulative cases averted","Scenario 3",2926856.50753368
2031,"Cumulative deaths averted","Scenario 3",1068577.23917124
2031,"Heart failure averted","Scenario 3",378667.904784465
2031,"MI averted","Scenario 3",1469096.91033142
2031,"Stroke averted","Scenario 3",1079091.69241783
2032,"Cumulative cases averted","Scenario 3",3773173.0802359
2032,"Cumulative deaths averted","Scenario 3",1383944.76151324
2032,"Heart failure averted","Scenario 3",484636.950076754
2032,"MI averted","Scenario 3",1897254.11731348
2032,"Stroke averted","Scenario 3",1391282.01284569
2033,"Cumulative cases averted","Scenario 3",4768851.73524182
2033,"Cumulative deaths averted","Scenario 3",1757184.23602812
2033,"Heart failure averted","Scenario 3",608213.858935652
2033,"MI averted","Scenario 3",2401940.14653392
2033,"Stroke averted","Scenario 3",1758697.72977227
2034,"Cumulative cases averted","Scenario 3",5925256.88528872
2034,"Cumulative deaths averted","Scenario 3",2192813.00375203
2034,"Heart failure averted","Scenario 3",750564.008724486
2034,"MI averted","Scenario 3",2989210.77116832
2034,"Stroke averted","Scenario 3",2185482.10539595
2035,"Cumulative cases averted","Scenario 3",7252401.99836234
2035,"Cumulative deaths averted","Scenario 3",2695016.08519018
2035,"Heart failure averted","Scenario 3",912737.097390774
2035,"MI averted","Scenario 3",3664298.57101528
2035,"Stroke averted","Scenario 3",2675366.32995632
2036,"Cumulative cases averted","Scenario 3",8726011.46885767
2036,"Cumulative deaths averted","Scenario 3",3253401.88176331
2036,"Heart failure averted","Scenario 3",1092622.71127869
2036,"MI averted","Scenario 3",4413925.06746975
2036,"Stroke averted","Scenario 3",3219463.69010925
2037,"Cumulative cases averted","Scenario 3",10313912.2973319
2037,"Cumulative deaths averted","Scenario 3",3851674.70085038
2037,"Heart failure averted","Scenario 3",1285304.31146995
2037,"MI averted","Scenario 3",5224620.0619676
2037,"Stroke averted","Scenario 3",3803987.92389439
2038,"Cumulative cases averted","Scenario 3",12000237.0122929
2038,"Cumulative deaths averted","Scenario 3",4486273.81593065
2038,"Heart failure averted","Scenario 3",1487830.04750449
2038,"MI averted","Scenario 3",6089075.63200365
2038,"Stroke averted","Scenario 3",4423331.33278481
2039,"Cumulative cases averted","Scenario 3",13774223.5372648
2039,"Cumulative deaths averted","Scenario 3",5152754.44321488
2039,"Heart failure averted","Scenario 3",1698428.0860941
2039,"MI averted","Scenario 3",7002650.09959779
2039,"Stroke averted","Scenario 3",5073145.35157298
2040,"Cumulative cases averted","Scenario 3",15635255.6746333
2040,"Cumulative deaths averted","Scenario 3",5851159.78327529
2040,"Heart failure averted","Scenario 3",1916602.93835087
2040,"MI averted","Scenario 3",7965591.0591329
2040,"Stroke averted","Scenario 3",5753061.67714955
2041,"Cumulative cases averted","Scenario 3",17589420.7988296
2041,"Cumulative deaths averted","Scenario 3",6584975.88557007
2041,"Heart failure averted","Scenario 3",2142621.16339858
2041,"MI averted","Scenario 3",8981344.51161316
2041,"Stroke averted","Scenario 3",6465455.12381788
2042,"Cumulative cases averted","Scenario 3",19635747.7205734
2042,"Cumulative deaths averted","Scenario 3",7355462.86008014
2042,"Heart failure averted","Scenario 3",2375790.02684484
2042,"MI averted","Scenario 3",10049768.7395739
2042,"Stroke averted","Scenario 3",7210188.95415473
2043,"Cumulative cases averted","Scenario 3",21757069.1596733
2043,"Cumulative deaths averted","Scenario 3",8154953.99968748
2043,"Heart failure averted","Scenario 3",2613449.37147049
2043,"MI averted","Scenario 3",11163392.3902838
2043,"Stroke averted","Scenario 3",7980227.39791903
2044,"Cumulative cases averted","Scenario 3",23940608.2821666
2044,"Cumulative deaths averted","Scenario 3",8976577.39246622
2044,"Heart failure averted","Scenario 3",2853874.20273379
2044,"MI averted","Scenario 3",12316645.3813155
2044,"Stroke averted","Scenario 3",8770088.69811736
2045,"Cumulative cases averted","Scenario 3",26180197.5250383
2045,"Cumulative deaths averted","Scenario 3",9816352.24698699
2045,"Heart failure averted","Scenario 3",3096148.95193547
2045,"MI averted","Scenario 3",13507187.5693376
2045,"Stroke averted","Scenario 3",9576861.00376529
2046,"Cumulative cases averted","Scenario 3",28470827.4818216
2046,"Cumulative deaths averted","Scenario 3",10670000.9942266
2046,"Heart failure averted","Scenario 3",3339225.28368198
2046,"MI averted","Scenario 3",14733937.487067
2046,"Stroke averted","Scenario 3",10397664.7110727
2047,"Cumulative cases averted","Scenario 3",30823181.5395421
2047,"Cumulative deaths averted","Scenario 3",11540112.894103
2047,"Heart failure averted","Scenario 3",3582517.17481018
2047,"MI averted","Scenario 3",16005748.8383575
2047,"Stroke averted","Scenario 3",11234915.5263744
2048,"Cumulative cases averted","Scenario 3",33211535.6206677
2048,"Cumulative deaths averted","Scenario 3",12416792.2433805
2048,"Heart failure averted","Scenario 3",3822749.25175281
2048,"MI averted","Scenario 3",17309794.8579241
2048,"Stroke averted","Scenario 3",12078991.5109908
2049,"Cumulative cases averted","Scenario 3",35620994.1697892
2049,"Cumulative deaths averted","Scenario 3",13295242.409443
2049,"Heart failure averted","Scenario 3",4058442.87744432
2049,"MI averted","Scenario 3",18637689.7346071
2049,"Stroke averted","Scenario 3",12924861.5577378
2050,"Cumulative cases averted","Scenario 3",38067807.8258706
2050,"Cumulative deaths averted","Scenario 3",14186810.1450353
2050,"Heart failure averted","Scenario 3",4292464.59635069
2050,"MI averted","Scenario 3",19994609.7856618
2050,"Stroke averted","Scenario 3",13780733.4438582
2017,"Cumulative cases averted","Scenario 4",0
2017,"Cumulative deaths averted","Scenario 4",0
2017,"Heart failure averted","Scenario 4",0
2017,"MI averted","Scenario 4",0
2017,"Stroke averted","Scenario 4",0
2018,"Cumulative cases averted","Scenario 4",0
2018,"Cumulative deaths averted","Scenario 4",0
2018,"Heart failure averted","Scenario 4",0
2018,"MI averted","Scenario 4",0
2018,"Stroke averted","Scenario 4",0
2019,"Cumulative cases averted","Scenario 4",0
2019,"Cumulative deaths averted","Scenario 4",0
2019,"Heart failure averted","Scenario 4",0
2019,"MI averted","Scenario 4",0
2019,"Stroke averted","Scenario 4",0
2020,"Cumulative cases averted","Scenario 4",0
2020,"Cumulative deaths averted","Scenario 4",0
2020,"Heart failure averted","Scenario 4",0
2020,"MI averted","Scenario 4",0
2020,"Stroke averted","Scenario 4",0
2021,"Cumulative cases averted","Scenario 4",0
2021,"Cumulative deaths averted","Scenario 4",0
2021,"Heart failure averted","Scenario 4",0
2021,"MI averted","Scenario 4",0
2021,"Stroke averted","Scenario 4",0
2022,"Cumulative cases averted","Scenario 4",0
2022,"Cumulative deaths averted","Scenario 4",0
2022,"Heart failure averted","Scenario 4",0
2022,"MI averted","Scenario 4",0
2022,"Stroke averted","Scenario 4",0
2023,"Cumulative cases averted","Scenario 4",93818.0064355806
2023,"Cumulative deaths averted","Scenario 4",35849.172878962
2023,"Heart failure averted","Scenario 4",11364.3758017523
2023,"MI averted","Scenario 4",47763.0067546591
